# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 18:31:55
# BMV
# ------------------------

"ID","fileName","slope","pVal","r2","OGrow","Cleanrow"
51,"ranFile051.csv",0.323288549775887,0.136778812239723,0.102314909267701,31,23
52,"ranFile052.csv",0.398347913074372,0.00131694030991454,0.145736826354918,74,68
53,"ranFile053.csv",0.193435387660238,0.308083489650331,0.0314549338043363,39,35
54,"ranFile054.csv",-0.116484237769267,0.265579815246897,0.0176748904816102,85,72
55,"ranFile055.csv",0.127440715490628,0.282132573212455,0.0132839471157934,100,89
56,"ranFile056.csv",-0.0883789089502624,0.499607410086326,0.00898404439068763,57,53
57,"ranFile057.csv",-0.060119640746829,0.574925121473661,0.0042698109872044,82,76
58,"ranFile058.csv",-0.0711984472192717,0.533097450932161,0.00437994844081737,99,91
59,"ranFile059.csv",-0.0672966529131977,0.523412931294868,0.00486423651153224,94,86
60,"ranFile060.csv",-0.0400502688138072,0.726323617602145,0.00152072583566484,85,83
61,"ranFile061.csv",-0.104809777423683,0.482524421013095,0.00952955397067201,58,54
62,"ranFile062.csv",-0.0271042305160094,0.853842291593856,0.000685312348495192,56,52
63,"ranFile063.csv",0.00842953565588056,0.952058361208186,9.90178823641848e-05,44,39
64,"ranFile064.csv",0.120389161749895,0.484302322096803,0.0129582242108302,48,40
65,"ranFile065.csv",0.166638492033945,0.0880497411659433,0.0297012368529462,99,99
66,"ranFile066.csv",0.168949900534784,0.143039732104871,0.0272963158664569,87,80
67,"ranFile067.csv",-0.0674035794380448,0.786920382324775,0.00373883476931823,22,22
68,"ranFile068.csv",-0.0289238487242773,0.762069453137322,0.00109717680486282,100,86
69,"ranFile069.csv",0.0677573190300981,0.616625610924308,0.0042033972069086,71,62
70,"ranFile070.csv",0.213557739072152,0.0433620991866343,0.0500385006929353,86,82
71,"ranFile071.csv",0.0222212962367913,0.857013251250711,0.000574394853220277,59,59
72,"ranFile072.csv",0.120891149607883,0.252473049866507,0.0163371513697066,86,82
73,"ranFile073.csv",-0.256804215615664,0.135372736671478,0.0662948804360889,38,35
74,"ranFile074.csv",0.105384077819869,0.522523045936429,0.00790814803273042,60,54
75,"ranFile075.csv",0.00797622810029818,0.952114396406608,5.59070812017443e-05,74,67
76,"ranFile076.csv",0.0475700974607823,0.703960373723796,0.00204586011290705,81,73
77,"ranFile077.csv",-0.120901691321051,0.344793791846744,0.0207797811222122,57,45
78,"ranFile078.csv",-0.0435504100428543,0.86151439109681,0.00164299783650666,29,21
79,"ranFile079.csv",0.183811071065636,0.16767807274732,0.0437970233799554,50,45
80,"ranFile080.csv",-0.230471903158159,0.327112040292868,0.0600346158852807,27,18
81,"ranFile081.csv",0.0309290724140473,0.796954783935009,0.00107577855266967,70,64
82,"ranFile082.csv",-0.165984781539518,0.234014336436605,0.0231367867025205,69,63
83,"ranFile083.csv",-0.249844858493469,0.0424028190749126,0.0591946630994069,78,70
84,"ranFile084.csv",0.143704988552151,0.277494130898387,0.0301638460249695,45,41
85,"ranFile085.csv",0.164443454300202,0.601388438409476,0.0174430091591644,20,18
86,"ranFile086.csv",0.0625700121075234,0.853769778917851,0.00294678894025787,21,14
87,"ranFile087.csv",-0.0613424670364697,0.843493134891688,0.00596101809183742,15,9
88,"ranFile088.csv",0.152115274581844,0.26148548465126,0.023729056161411,57,55
89,"ranFile089.csv",0.119017000333154,0.575386278972631,0.013259169717564,32,26
90,"ranFile090.csv",-0.205213502441777,0.258859197385997,0.0437364298051389,37,31
91,"ranFile091.csv",0.407971367027825,0.121356811857206,0.152379049792937,18,17
92,"ranFile092.csv",0.154722214242205,0.35573250782846,0.0244154815084516,41,37
93,"ranFile093.csv",-0.0104241631013077,0.93109376388133,0.000104563325326762,78,74
94,"ranFile094.csv",-0.0810579809470532,0.475722289586507,0.00689637978372691,78,76
95,"ranFile095.csv",-0.0954698251680671,0.406509918505147,0.00852209315300093,87,83
96,"ranFile096.csv",-0.130066950915116,0.331781519740732,0.0144969108369755,77,67
97,"ranFile097.csv",-0.58953234300894,0.0112734071018087,0.306834495492338,22,20
98,"ranFile098.csv",-0.108969709785398,0.582233399841601,0.00899218644583033,40,36
99,"ranFile099.csv",0.105546296296894,0.496699755932145,0.0113411264352775,45,43
100,"ranFile100.csv",0.0906620125769594,0.445047546675452,0.00713053869936727,90,84
